hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,bookingID
"African Pride Melrose Arch, Autograph Collection Johannesburg, South Africa",0,43,2018,September,40,27,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Transient,83.0,0,0,Check-Out,2018-10-04,34170
"Protea Hotel Fire & Ice! by Marriott Johannesburg Melrose Arch Johannesburg, South Africa",1,30,2018,May,23,29,2,1,2,0.0,0,BB,CHN,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,129.9,0,1,No-Show,2018-05-29,34171
"Hotel Alfonso XIII, a Luxury Collection Hotel, Seville Seville, Spain",0,25,2019,May,21,23,0,1,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,0.0,1,2,Check-Out,2019-05-24,34172
"Indianapolis Airport Courtyard Indianapolis, IN",0,202,2019,August,32,11,0,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,112.5,0,0,Check-Out,2019-08-13,34173
"Indianapolis Airport Courtyard Indianapolis, IN",0,39,2018,January,1,1,2,3,2,0.0,0,SC,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,60.97,0,0,Check-Out,2018-01-06,34174
"Hotel Alfonso XIII, a Luxury Collection Hotel, Seville Seville, Spain",0,3,2017,September,38,19,2,1,2,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,1,No Deposit,81.0,,0,Transient,120.0,0,0,Check-Out,2017-09-22,34175
"Sheraton Lima Hotel & Convention Center Lima, Peru",1,71,2019,April,17,26,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,135.0,0,0,Canceled,2019-04-20,34176
"Orlando Airport Courtyard Orlando, FL",1,321,2019,June,23,5,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient,74.25,0,1,Canceled,2019-04-04,34177
"Waves, Barbados Barbados",0,67,2018,November,47,18,1,2,2,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,411.0,,0,Transient-Party,50.0,0,0,Check-Out,2018-11-21,34178
"Baltimore BWI Airport Courtyard Linthicum, MD",0,215,2018,November,48,21,1,1,1,0.0,0,BB,CYP,Groups,Corporate,0,0,0,A,A,0,No Deposit,,233.0,0,Transient,75.0,0,0,Check-Out,2018-11-23,34179
"Louisville East Courtyard Louisville, KY",0,91,2018,September,40,30,1,2,3,0.0,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,3.0,,0,Transient-Party,110.0,0,0,Check-Out,2018-10-03,34180
"Renaissance New York Times Square Hotel New York, NY",0,10,2018,November,48,25,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.67,0,2,Check-Out,2018-11-28,34181
"Renaissance Hamburg Hotel Hamburg, Germany",0,4,2017,November,48,27,0,2,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2017-11-29,34182
"Protea Hotel by Marriott Midrand Midrand, South Africa",0,0,2018,January,4,17,1,0,2,0.0,0,BB,CHN,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,43.0,0,0,Check-Out,2018-01-18,34183
"Courtyard by Marriott Aberdeen Airport Aberdeen, United Kingdom",1,71,2018,June,25,14,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,120.0,0,0,Canceled,2018-04-27,34184
"Protea Hotel Fire & Ice! by Marriott Johannesburg Melrose Arch Johannesburg, South Africa",0,1,2018,April,16,16,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,116.0,0,1,Check-Out,2018-04-20,34185
"Berlin Marriott Hotel Berlin, Germany",0,40,2019,February,8,25,2,3,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,92.0,0,1,Check-Out,2019-03-02,34186
"Baton Rouge Acadian Centre/LSU Area Courtyard Baton Rouge, LA",1,374,2017,October,44,26,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2017-01-01,34187
"Turtle Beach, Barbados Barbados",1,56,2019,February,5,1,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,60.0,0,0,Canceled,2018-12-07,34188
"Sacramento Airport Natomas Courtyard Sacramento, CA",0,97,2019,May,18,1,1,5,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,126.0,0,0,Check-Out,2019-05-07,34189
"Heidelberg Marriott Hotel Heidelberg, Germany",1,39,2018,March,11,10,1,3,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,51.28,0,1,Canceled,2018-02-11,34190
"W New York – Times Square New York, NY",1,96,2017,July,28,11,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2017-06-23,34191
"Residence Inn Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,42,2017,August,34,22,2,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,158.9,1,2,Check-Out,2017-08-29,34192
"Leipzig Marriott Hotel Leipzig, Germany",0,145,2018,June,27,27,1,0,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.5,0,1,Check-Out,2018-06-28,34193
"Colony Club, Barbados Barbados",1,65,2019,March,11,17,2,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,104.55,0,0,Canceled,2019-01-11,34194
"Orlando International Drive/Convention Center Courtyard Orlando, FL",1,31,2018,April,14,2,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.9,0,0,Canceled,2018-03-06,34195
"Turtle Beach, Barbados Barbados",1,270,2019,July,27,7,0,2,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,154.8,0,1,Canceled,2019-03-27,34196
"Waves, Barbados Barbados",0,17,2019,March,12,20,1,1,1,0.0,0,BB,FRA,Corporate,Corporate,1,1,11,A,A,0,No Deposit,,91.0,0,Transient,80.0,0,3,Check-Out,2019-03-22,34197
"Fort Worth University Drive Courtyard Fort Worth, TX",0,0,2018,April,17,22,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,80.0,0,0,Check-Out,2018-04-23,34198
"Orlando Airport Courtyard Orlando, FL",0,120,2018,July,30,18,1,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.5,0,0,Check-Out,2018-07-20,34199
"W New York – Union Square New York, NY",0,114,2019,February,7,15,0,4,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,242.0,0,Transient-Party,78.0,0,0,Check-Out,2019-02-19,34200
"Orlando Airport Courtyard Orlando, FL",1,27,2019,January,1,3,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,106.0,0,1,Canceled,2018-12-24,34201
"Frankfurt Marriott Hotel Frankfurt, Germany",0,74,2017,September,38,18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Check-Out,2017-09-20,34202
"Sheraton Lima Hotel & Convention Center Lima, Peru",0,0,2018,January,2,7,0,1,2,0.0,0,SC,AGO,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,75.0,0,0,Check-Out,2018-01-08,34203
"Leipzig Marriott Hotel Leipzig, Germany",0,114,2019,June,26,26,1,2,3,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,171.0,0,0,Check-Out,2019-06-29,34204
"Greensboro Courtyard Greensboro, NC",0,153,2019,June,26,30,2,5,2,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,153.51,0,0,Check-Out,2019-07-07,34205
"Courtyard Las Vegas Convention Center Las Vegas, NV ",1,55,2019,February,8,23,0,2,3,0.0,0,BB,CHL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,68.0,0,0,Canceled,2018-12-30,34206
"Residence Inn Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",1,92,2018,August,35,23,2,5,1,0.0,0,FB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,5.0,,0,Transient,175.34,0,0,Canceled,2018-06-15,34207
"Renaissance Santo Domingo Jaragua Hotel & Casino Santo Domingo, Dominican Republic",0,169,2018,May,22,25,0,4,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,123.25,0,0,Check-Out,2018-05-29,34208
"Courtyard by Marriott Toulouse Airport Toulouse, France",0,7,2018,October,45,31,1,2,2,0.0,0,HB,,Online TA,TA/TO,0,0,1,E,I,1,No Deposit,241.0,,0,Transient,78.42,1,1,Check-Out,2018-11-03,34209
"Sacramento Airport Natomas Courtyard Sacramento, CA",1,358,2018,June,27,30,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2017-10-21,34210
"Sheraton Grand Rio Hotel & Resort Rio de Janeiro, Brazil",1,123,2018,July,30,22,2,7,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,137.94,0,2,Canceled,2018-07-21,34211
"Protea Hotel by Marriott Midrand Midrand, South Africa",0,151,2018,December,53,26,1,3,3,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,164.05,0,2,Check-Out,2018-12-30,34212
"Orlando Airport Courtyard Orlando, FL",1,0,2019,April,14,3,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,12.0,0,0,Canceled,2019-04-03,34213
"Las Vegas Marriott Las Vegas, NV ",0,71,2018,February,8,15,1,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,63.49,0,1,Check-Out,2018-02-20,34214
"The Ritz-Carlton, Berlin Berlin, Germany",1,186,2019,May,22,30,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,130.0,0,0,Canceled,2018-11-25,34215
"Las Vegas Marriott Las Vegas, NV ",1,179,2018,July,27,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,65.0,0,0,Canceled,2018-05-10,34216
"Louisville East Courtyard Louisville, KY",0,4,2018,February,6,2,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,64.0,0,0,Check-Out,2018-02-04,34217
"Protea Hotel by Marriott Cape Town Sea Point Cape Town, South Africa",0,57,2018,June,24,10,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,90.67,0,1,Check-Out,2018-06-13,34218
"Sheraton Grand Rio Hotel & Resort Rio de Janeiro, Brazil",1,302,2019,April,16,21,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,123.3,0,2,Canceled,2018-12-30,34219
"St. Louis Downtown West Courtyard St. Louis, MO",0,0,2017,November,48,23,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,0.0,0,1,Check-Out,2017-11-23,34220
"Protea Hotel Fire & Ice! by Marriott Cape Town Cape Town, South Africa",1,1,2019,July,29,18,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,174.0,0,0,Canceled,2019-07-17,34221
"Colony Club, Barbados Barbados",1,76,2018,November,46,7,1,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,189.0,0,1,Canceled,2018-09-01,34222
"The Ritz-Carlton, Tokyo Tokyo, Japan",0,53,2018,September,36,3,1,1,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,B,0,No Deposit,9.0,,0,Transient,123.3,0,2,Check-Out,2018-09-05,34223
"Des Moines West/Clive Courtyard Clive, IA",1,143,2017,October,41,10,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,96.0,,0,Transient,36.05,0,0,Canceled,2017-07-08,34224
"W Barcelona Barcelona, Spain",1,28,2018,August,36,30,0,4,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.05,0,0,Canceled,2018-08-11,34225
"Sheraton Diana Majestic, Milan Milan, Italy",1,175,2019,April,17,29,2,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,0,Canceled,2018-11-05,34226
"The House, Barbados Barbados",1,207,2017,September,40,29,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,20.0,,0,Transient,48.0,0,0,Canceled,2017-07-23,34227
"Albuquerque Airport Courtyard Albuquerque, NM",0,314,2018,August,33,10,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,2,No Deposit,40.0,,0,Transient,132.56,0,2,Check-Out,2018-08-17,34228
"W London – Leicester Square London, United Kingdom",0,2,2018,February,8,20,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,66.0,1,1,Check-Out,2018-02-21,34229
"Orlando International Drive/Convention Center Courtyard Orlando, FL",0,166,2018,June,27,26,1,0,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient-Party,96.3,0,1,Check-Out,2018-06-27,34230
"W London – Leicester Square London, United Kingdom",0,0,2018,January,3,16,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,29.0,0,0,Check-Out,2018-01-18,34231
"Albuquerque Airport Courtyard Albuquerque, NM",0,25,2018,June,23,1,0,2,1,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,104.0,0,0,Check-Out,2018-06-03,34232
"The Westin Peachtree Plaza, Atlanta Atlanta, GA ",0,11,2018,June,26,25,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,129.0,0,1,Check-Out,2018-06-28,34233
"Des Moines West/Clive Courtyard Clive, IA",1,177,2019,August,33,18,2,7,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240.0,,0,Transient,200.0,0,0,Canceled,2019-03-09,34234
"Crystal Cove, Barbados Barbados",0,13,2019,January,3,21,1,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,89.0,0,1,Check-Out,2019-01-23,34235
"Courtyard by Marriott Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,0,2017,September,39,22,0,1,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,0,No Deposit,,45.0,0,Transient,0.0,0,0,Check-Out,2017-09-23,34236
"Spokane Downtown at the Convention Center Courtyard Spokane, WA",0,50,2018,October,41,4,0,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,,0,Transient,118.8,0,1,Check-Out,2018-10-07,34237
"Louisville East Courtyard Louisville, KY",1,76,2018,July,27,2,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,131.4,0,0,Canceled,2018-05-02,34238
"Hotel Alfonso XIII, a Luxury Collection Hotel, Seville Seville, Spain",1,437,2018,May,19,2,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0,Canceled,2018-03-14,34239
"St. Louis Downtown West Courtyard St. Louis, MO",1,138,2018,April,18,25,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,E,E,0,Non Refund,,,0,Transient,65.0,0,0,Canceled,2018-01-18,34240
"Indianapolis Airport Courtyard Indianapolis, IN",1,174,2019,June,25,23,1,2,3,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,189.0,0,2,Canceled,2018-12-31,34241
"Sacramento Airport Natomas Courtyard Sacramento, CA",1,108,2019,June,22,2,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,126.0,0,1,Canceled,2019-05-29,34242
"Protea Hotel Fire & Ice! by Marriott Cape Town Cape Town, South Africa",1,52,2018,April,17,23,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,80.0,0,1,Canceled,2018-04-22,34243
"Grosvenor House, A JW Marriott Hotel London, United Kingdom",1,132,2019,August,33,16,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,80.1,0,0,Canceled,2019-05-06,34244
"The St. Regis Osaka Osaka, Japan",1,67,2019,February,7,12,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,80.0,0,0,Canceled,2018-12-07,34245
"Renaissance New York Times Square Hotel New York, NY",0,17,2017,October,40,1,0,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,113.33,0,0,Check-Out,2017-10-04,34246
"Treasure Beach, Barbados Barbados",0,336,2018,September,38,15,1,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,81.0,1,0,Check-Out,2018-09-19,34247
"Cape Town Marriott Hotel Crystal Towers Cape Town, South Africa",1,102,2019,March,12,23,1,3,3,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,134.3,0,2,Canceled,2018-12-13,34248
"The St. Regis Osaka Osaka, Japan",0,245,2018,September,38,17,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,80.0,0,2,Check-Out,2018-09-21,34249
"Courtyard by Marriott Aberdeen Airport Aberdeen, United Kingdom",0,29,2018,July,30,18,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.68,0,1,Check-Out,2018-07-22,34250
"Marriott Puerto Vallarta Resort & Spa Puerto Vallarta, Mexico",1,290,2017,August,32,3,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2017-07-06,34251
"W New York – Times Square New York, NY",0,140,2017,November,47,18,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,1,No Deposit,29.0,,87,Transient-Party,65.0,0,0,Check-Out,2017-11-21,34252
"Protea Hotel Fire & Ice! by Marriott Johannesburg Melrose Arch Johannesburg, South Africa",1,150,2018,July,31,25,5,15,2,0.0,0,SC,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.1,0,0,Canceled,2018-02-26,34253
"Hotel Alfonso XIII, a Luxury Collection Hotel, Seville Seville, Spain",1,132,2019,August,32,11,0,1,2,0.0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,125.0,0,1,Canceled,2019-04-06,34254
"The St. Regis Osaka Osaka, Japan",0,116,2019,April,14,2,1,0,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,1,Check-Out,2019-04-03,34255
"The Ritz-Carlton, Tokyo Tokyo, Japan",1,313,2017,August,35,26,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2017-07-02,34256
"Heidelberg Marriott Hotel Heidelberg, Germany",0,66,2018,January,2,3,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,106.0,1,0,Check-Out,2018-01-07,34257
"W New York – Union Square New York, NY",0,1,2018,November,48,25,0,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,G,0,No Deposit,9.0,,0,Transient,181.0,0,2,Check-Out,2018-11-26,34258
"The Westin Peachtree Plaza, Atlanta Atlanta, GA ",1,19,2019,January,2,8,2,2,2,2.0,0,BB,ITA,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,134.5,0,0,Canceled,2018-12-20,34259
"W New York – Union Square New York, NY",0,82,2017,August,32,2,2,3,3,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,227.4,0,3,Check-Out,2017-08-07,34260
"Waves, Barbados Barbados",0,150,2018,June,25,16,0,3,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12.0,,0,Transient-Party,90.0,0,1,Check-Out,2018-06-19,34261
"Waves, Barbados Barbados",1,103,2018,April,17,19,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,,0,Transient,115.0,0,0,Canceled,2018-02-25,34262
"The St. Regis Osaka Osaka, Japan",0,70,2018,February,7,11,0,3,2,0.0,0,BB,ITA,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,76.5,0,0,Check-Out,2018-02-14,34263
"Irvine John Wayne Airport/Orange County Courtyard Irvine, CA",0,11,2018,May,22,28,0,1,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9.0,,0,Transient,186.0,0,2,Check-Out,2018-05-29,34264
"Anaheim Marriott Anaheim, CA",0,28,2019,February,7,13,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2019-02-16,34265
"Fort Worth University Drive Courtyard Fort Worth, TX",0,22,2018,October,44,25,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,139.0,1,1,Check-Out,2018-10-28,34266
"Courtyard Las Vegas Convention Center Las Vegas, NV ",0,58,2017,October,44,30,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,85.5,0,2,Check-Out,2017-10-31,34267
"Leipzig Marriott Hotel Leipzig, Germany",0,13,2017,September,39,20,2,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,90.98,0,1,Check-Out,2017-09-25,34268
"Protea Hotel by Marriott Cape Town Sea Point Cape Town, South Africa",1,270,2018,April,17,20,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,187,Transient-Party,62.8,0,0,Canceled,2018-01-28,34269
"W New York – Union Square New York, NY",1,44,2018,February,8,17,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,2,Canceled,2018-02-01,34270
"Residence Inn Las Vegas Convention Center Las Vegas, NV ",1,95,2019,August,31,4,2,5,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,230.0,0,1,Canceled,2019-05-04,34271
"Renaissance New York Times Square Hotel New York, NY",0,23,2018,February,6,6,2,3,2,0.0,0,Undefined,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,98.8,1,1,Check-Out,2018-02-11,34272
"Protea Hotel by Marriott Cape Town Sea Point Cape Town, South Africa",1,128,2018,December,49,3,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,64.0,0,0,Canceled,2018-11-23,34273
"Residence Inn Las Vegas Convention Center Las Vegas, NV ",0,102,2017,October,42,16,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Check-Out,2017-10-18,34274
"Marriott Puerto Vallarta Resort & Spa Puerto Vallarta, Mexico",0,1,2019,March,13,28,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,9,A,D,0,No Deposit,,270.0,0,Transient,35.0,0,0,Check-Out,2019-03-29,34275
"Frankfurt Marriott Hotel Frankfurt, Germany",0,8,2018,November,45,4,2,5,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,113.6,0,1,Check-Out,2018-11-11,34276
"Fort Worth University Drive Courtyard Fort Worth, TX",0,40,2017,October,43,21,1,4,2,2.0,0,SC,FRA,Online TA,TA/TO,0,0,0,F,G,1,No Deposit,9.0,,0,Contract,150.12,0,2,Check-Out,2017-10-26,34277
"Crystal Cove, Barbados Barbados",0,16,2018,December,53,29,1,3,2,0.0,0,SC,JPN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,102.0,0,2,Check-Out,2019-01-02,34278
"Fort Worth University Drive Courtyard Fort Worth, TX",1,65,2019,July,30,24,1,3,2,1.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,162.0,0,0,Canceled,2019-06-02,34279
"African Pride Melrose Arch, Autograph Collection Johannesburg, South Africa",1,95,2019,March,12,23,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,0,Canceled,2018-12-19,34280
"Sheraton Diana Majestic, Milan Milan, Italy",1,37,2018,December,49,2,2,2,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,74.8,0,1,No-Show,2018-12-02,34281
"Greensboro Courtyard Greensboro, NC",0,40,2019,January,3,16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,D,1,No Deposit,,,0,Transient-Party,55.0,0,0,Check-Out,2019-01-19,34282
